Open Time,Open,High,Low,Close,Volume,Close Time,rsi,stoch_rsi_smooth,wma,sma
1680000000000.0,8.68e-06,8.68e-06,8.68e-06,8.68e-06,168095863,1680000000000.0,50.0,0.0,,8.682e-06
1680000000000.0,8.68e-06,8.69e-06,8.68e-06,8.68e-06,688527206,1680000000000.0,60.0,26.66666666666666,,8.682e-06
1680000000000.0,8.68e-06,8.69e-06,8.68e-06,8.68e-06,79579572,1680000000000.0,60.0,53.333333333333314,,8.68e-06
1680000000000.0,8.68e-06,8.68e-06,8.67e-06,8.68e-06,2572194334,1680000000000.0,50.0,53.333333333333314,,8.68e-06
1680000000000.0,8.68e-06,8.69e-06,8.67e-06,8.69e-06,1355880881,1680000000000.0,60.0,60.0,,8.682e-06
1680000000000.0,8.69e-06,8.69e-06,8.67e-06,8.68e-06,465857224,1680000000000.0,50.0,33.33333333333334,,8.682e-06
1680000000000.0,8.68e-06,8.68e-06,8.67e-06,8.67e-06,46784074,1680000000000.0,42.857142857142854,33.33333333333334,,8.68e-06
1680000000000.0,8.67e-06,8.68e-06,8.67e-06,8.68e-06,34063633,1680000000000.0,50.0,13.888888888888902,,8.68e-06
1680000000000.0,8.68e-06,8.68e-06,8.67e-06,8.67e-06,20427246,1680000000000.0,37.5,13.888888888888902,,8.677999999999999e-06
1680000000000.0,8.68e-06,8.68e-06,8.67e-06,8.67e-06,70208475,1680000000000.0,42.857142857142854,28.17460317460318,,8.674e-06
1680000000000.0,8.68e-06,8.68e-06,8.67e-06,8.68e-06,36896291,1680000000000.0,50.0,47.61904761904762,,8.674e-06
1680000000000.0,8.67e-06,8.68e-06,8.67e-06,8.68e-06,86498677,1680000000000.0,42.857142857142854,61.9047619047619,,8.676e-06
1680000000000.0,8.68e-06,8.68e-06,8.67e-06,8.68e-06,51054435,1680000000000.0,50.0,80.95238095238095,,8.676e-06
1680000000000.0,8.67e-06,8.68e-06,8.67e-06,8.68e-06,29435138,1680000000000.0,50.0,80.95238095238095,,8.678e-06
1680000000000.0,8.68e-06,8.68e-06,8.67e-06,8.68e-06,256321105,1680000000000.0,50.0,100.0,,8.68e-06
1680000000000.0,8.67e-06,8.68e-06,8.67e-06,8.68e-06,335873288,1680000000000.0,50.0,100.0,,8.68e-06
1680000000000.0,8.68e-06,8.68e-06,8.67e-06,8.67e-06,115665059,1680000000000.0,42.857142857142854,66.66666666666667,,8.678e-06
1680000000000.0,8.67e-06,8.68e-06,8.67e-06,8.67e-06,38062835,1680000000000.0,42.857142857142854,33.33333333333334,,8.676e-06
1680000000000.0,8.67e-06,8.68e-06,8.67e-06,8.68e-06,329064732,1680000000000.0,42.857142857142854,0.0,,8.676e-06
1680000000000.0,8.68e-06,8.69e-06,8.68e-06,8.68e-06,864284909,1680000000000.0,50.0,33.33333333333334,,8.676e-06
1680000000000.0,8.69e-06,8.69e-06,8.68e-06,8.69e-06,553374073,1680000000000.0,66.66666666666666,66.66666666666667,,8.678e-06
1680000000000.0,8.68e-06,8.69e-06,8.68e-06,8.69e-06,42645318,1680000000000.0,60.0,90.66666666666669,,8.682000000000001e-06
1680000000000.0,8.68e-06,8.69e-06,8.68e-06,8.69e-06,110055299,1680000000000.0,75.0,90.66666666666669,,8.686e-06
1680000000000.0,8.69e-06,8.69e-06,8.68e-06,8.69e-06,100171172,1680000000000.0,75.0,90.66666666666669,,8.688e-06
1680000000000.0,8.68e-06,8.69e-06,8.68e-06,8.69e-06,84321114,1680000000000.0,66.66666666666666,81.48148148148147,,8.69e-06
1680000000000.0,8.68e-06,8.7e-06,8.68e-06,8.69e-06,1039917239,1680000000000.0,66.66666666666666,62.96296296296293,,8.69e-06
1680000000000.0,8.69e-06,8.7e-06,8.69e-06,8.7e-06,75254552,1680000000000.0,75.0,62.96296296296293,,8.691999999999999e-06
1680000000000.0,8.7e-06,8.7e-06,8.69e-06,8.7e-06,338314685,1680000000000.0,75.0,81.48148148148147,,8.693999999999998e-06
1680000000000.0,8.69e-06,8.7e-06,8.69e-06,8.69e-06,36688468,1680000000000.0,60.0,66.66666666666667,,8.694e-06
1680000000000.0,8.69e-06,8.7e-06,8.69e-06,8.69e-06,18517512,1680000000000.0,60.0,33.33333333333334,,8.694e-06
1680000000000.0,8.7e-06,8.7e-06,8.68e-06,8.69e-06,1666571671,1680000000000.0,75.0,33.33333333333334,,8.694e-06
1680000000000.0,8.69e-06,8.7e-06,8.69e-06,8.7e-06,943597923,1680000000000.0,80.0,66.66666666666667,,8.694e-06
1680000000000.0,8.7e-06,8.7e-06,8.69e-06,8.69e-06,30135626,1680000000000.0,60.0,66.66666666666667,,8.692e-06
1680000000000.0,8.69e-06,8.69e-06,8.69e-06,8.69e-06,1733804253,1680000000000.0,60.0,33.33333333333334,,8.692e-06
1680000000000.0,8.68e-06,8.69e-06,8.68e-06,8.69e-06,448376926,1680000000000.0,50.0,0.0,,8.692e-06
1680000000000.0,8.69e-06,8.69e-06,8.68e-06,8.69e-06,89564358,1680000000000.0,50.0,0.0,,8.692e-06
